event_id,user_id,event_type,event_time
93,6,app_open,2025-05-03 08:55:00
94,6,app_open,2025-05-06 08:20:00
95,6,app_open,2025-05-09 01:25:00
96,7,app_open,2025-04-06 00:04:00
97,7,workout_start,2025-04-07 01:35:00
99,7,workout_end,2025-04-10 16:49:00
101,7,workout_end,2025-04-15 02:27:00
102,7,app_open,2025-04-15 22:43:00
103,7,workout_start,2025-04-17 02:24:00
104,7,workout_start,2025-04-19 02:13:00
105,7,app_open,2025-04-20 00:03:00
106,7,workout_end,2025-04-20 09:37:00
107,7,workout_start,2025-04-22 19:09:00
108,7,app_open,2025-04-23 21:48:00
109,8,workout_start,2025-04-09 00:36:00
110,8,workout_end,2025-04-11 10:36:00
111,8,workout_end,2025-04-14 13:33:00
112,8,app_open,2025-04-15 08:03:00
113,8,workout_end,2025-04-16 07:08:00
114,8,workout_end,2025-04-17 14:24:00
115,9,workout_end,2025-04-07 00:57:00
116,9,workout_start,2025-04-07 23:43:00
117,9,app_open,2025-04-10 01:44:00
118,9,app_open,2025-04-10 14:41:00
119,9,app_open,2025-04-11 07:30:00
120,9,app_open,2025-04-14 04:50:00
121,9,app_open,2025-04-16 05:24:00
122,9,workout_start,2025-04-18 15:13:00
123,9,app_open,2025-04-19 02:16:00
124,10,app_open,2025-04-04 00:33:00
125,10,workout_end,2025-04-04 02:08:00
126,10,workout_end,2025-04-05 20:21:00
127,10,app_open,2025-04-06 08:05:00
128,10,buy_subscription,2025-04-06 18:36:00
129,10,app_open,2025-04-09 03:50:00
130,10,workout_start,2025-04-11 03:14:00
131,10,app_open,2025-04-13 10:14:00
132,10,workout_end,2025-04-16 03:52:00
133,10,app_open,2025-04-16 14:46:00
134,10,workout_end,2025-04-17 02:20:00
135,11,workout_end,2025-04-10 00:34:00
136,11,app_open,2025-04-10 12:17:00
137,11,app_open,2025-04-10 13:13:00
138,11,workout_end,2025-04-10 16:05:00
139,11,app_open,2025-04-10 18:25:00
140,11,workout_end,2025-04-13 17:53:00
141,12,workout_start,2025-04-05 00:16:00
142,12,workout_end,2025-04-07 17:06:00
143,12,workout_start,2025-04-09 05:05:00
144,12,app_open,2025-04-09 13:37:00
145,12,app_open,2025-04-09 20:52:00
146,12,app_open,2025-04-11 03:42:00
147,13,app_open,2025-04-09 00:01:00
148,13,app_open,2025-04-11 22:34:00
151,13,app_open,2025-04-14 08:03:00
152,13,workout_end,2025-04-15 20:50:00
153,13,workout_start,2025-04-17 11:38:00
154,13,app_open,2025-04-20 13:27:00
155,13,workout_end,2025-04-23 07:07:00
156,13,workout_end,2025-04-25 21:12:00
157,13,workout_start,2025-04-28 17:19:00
158,13,buy_subscription,2025-04-28 21:10:00
159,13,workout_start,2025-04-30 08:41:00
160,13,workout_start,2025-05-02 13:03:00
162,14,app_open,2025-04-09 23:12:00
163,14,workout_end,2025-04-10 03:56:00
164,14,workout_end,2025-04-10 15:18:00
165,14,workout_start,2025-04-11 22:38:00
166,14,app_open,2025-04-13 15:22:00
167,14,workout_end,2025-04-14 20:43:00
168,15,workout_end,2025-04-01 00:43:00
170,15,workout_start,2025-04-05 13:48:00
171,15,app_open,2025-04-08 13:56:00
172,15,workout_start,2025-04-09 07:58:00
173,15,app_open,2025-04-12 00:51:00
174,15,workout_end,2025-04-12 02:50:00
175,15,app_open,2025-04-13 05:58:00
176,15,app_open,2025-04-13 07:42:00
177,15,workout_end,2025-04-13 23:40:00
178,15,app_open,2025-04-14 01:15:00
179,15,workout_end,2025-04-14 23:18:00
180,15,buy_subscription,2025-04-15 10:15:00
181,15,app_open,2025-04-17 11:21:00
182,15,workout_end,2025-04-20 09:11:00
183,16,app_open,2025-04-06 00:46:00
184,16,workout_start,2025-04-08 13:02:00
185,16,app_open,2025-04-08 13:17:00
186,16,app_open,2025-04-10 19:03:00
187,16,workout_end,2025-04-11 03:39:00
188,17,app_open,2025-04-02 00:14:00
189,17,app_open,2025-04-02 05:19:00
190,17,workout_end,2025-04-04 17:03:00
192,17,app_open,2025-04-08 13:19:00
193,17,buy_subscription,2025-04-09 17:46:00
194,17,app_open,2025-04-11 09:27:00
195,17,workout_start,2025-04-13 20:34:00
196,17,app_open,2025-04-15 05:22:00
197,17,workout_end,2025-04-15 21:09:00
198,17,workout_start,2025-04-18 09:16:00
199,17,workout_start,2025-04-19 13:24:00
200,18,app_open,2025-04-06 00:58:00
201,18,app_open,2025-04-07 07:33:00
202,18,workout_start,2025-04-10 01:28:00
203,18,app_open,2025-04-10 05:52:00
204,18,workout_start,2025-04-11 12:38:00
205,18,app_open,2025-04-12 08:41:00
206,18,app_open,2025-04-15 02:11:00
207,19,workout_end,2025-04-06 00:14:00
208,19,app_open,2025-04-08 22:39:00
209,19,buy_subscription,2025-04-11 16:40:00
210,19,workout_start,2025-04-13 22:03:00
211,19,app_open,2025-04-16 14:31:00
212,19,app_open,2025-04-17 19:40:00
213,19,app_open,2025-04-20 18:52:00
214,19,workout_start,2025-04-22 21:27:00
215,19,app_open,2025-04-24 12:26:00
217,19,workout_start,2025-04-27 14:42:00
218,19,workout_start,2025-04-30 08:27:00
219,19,workout_end,2025-04-30 16:35:00
220,19,workout_end,2025-05-01 10:29:00
221,19,app_open,2025-05-04 10:13:00
222,20,workout_end,2025-04-03 00:53:00
223,20,app_open,2025-04-05 11:26:00
224,20,workout_end,2025-04-05 20:14:00
225,20,workout_start,2025-04-08 08:31:00
227,20,workout_end,2025-04-13 18:31:00
228,20,app_open,2025-04-14 06:09:00
229,20,app_open,2025-04-16 00:55:00
230,20,app_open,2025-04-16 08:02:00
231,20,app_open,2025-04-17 03:02:00
232,20,app_open,2025-04-19 22:38:00
233,20,buy_subscription,2025-04-22 13:23:00
234,20,app_open,2025-04-23 12:12:00
235,20,app_open,2025-04-26 14:36:00
236,20,app_open,2025-04-27 16:46:00
237,20,workout_end,2025-04-30 13:34:00
238,20,workout_start,2025-05-03 16:32:00
240,21,app_open,2025-04-09 19:09:00
241,21,buy_subscription,2025-04-12 12:09:00
242,21,app_open,2025-04-14 22:56:00
243,21,app_open,2025-04-16 21:55:00
245,21,workout_start,2025-04-21 13:42:00
246,21,workout_start,2025-04-24 01:47:00
247,21,app_open,2025-04-25 01:47:00
248,21,app_open,2025-04-25 12:43:00
249,21,app_open,2025-04-26 03:26:00
250,21,app_open,2025-04-28 12:38:00
251,21,app_open,2025-04-29 11:56:00
253,21,app_open,2025-05-02 04:01:00
254,21,app_open,2025-05-03 18:07:00
255,21,workout_end,2025-05-04 16:15:00
256,21,app_open,2025-05-07 01:39:00
257,21,app_open,2025-05-09 13:54:00
258,21,app_open,2025-05-10 08:59:00
259,21,workout_start,2025-05-11 12:36:00
260,22,app_open,2025-04-07 00:47:00
261,22,workout_end,2025-04-07 14:46:00
262,22,buy_subscription,2025-04-08 23:26:00
264,22,app_open,2025-04-11 13:18:00
265,22,cancel_subscription,2025-04-11 18:02:00
267,23,app_open,2025-04-09 00:39:00
268,23,app_open,2025-04-10 16:12:00
271,23,workout_end,2025-04-14 03:10:00
272,23,app_open,2025-04-15 05:20:00
273,23,app_open,2025-04-16 14:24:00
274,23,app_open,2025-04-18 16:28:00
275,24,app_open,2025-04-05 00:50:00
276,24,app_open,2025-04-08 02:21:00
277,24,app_open,2025-04-08 12:09:00
278,24,app_open,2025-04-10 21:16:00
279,24,workout_end,2025-04-11 00:23:00
280,24,app_open,2025-04-13 19:33:00
281,24,workout_end,2025-04-14 07:26:00
283,24,app_open,2025-04-17 15:39:00
284,24,workout_end,2025-04-20 16:16:00
285,24,workout_start,2025-04-22 19:58:00
286,24,app_open,2025-04-23 10:05:00
287,24,app_open,2025-04-24 01:34:00
288,24,app_open,2025-04-25 10:35:00
289,24,workout_end,2025-04-26 08:59:00
290,25,workout_end,2025-04-07 00:58:00
291,25,workout_start,2025-04-07 05:41:00
292,25,app_open,2025-04-08 12:00:00
293,25,workout_start,2025-04-10 04:54:00
294,25,workout_end,2025-04-10 06:20:00
295,25,workout_start,2025-04-12 05:20:00
297,26,app_open,2025-04-01 00:36:00
298,26,app_open,2025-04-02 14:16:00
300,26,app_open,2025-04-04 21:25:00
301,26,app_open,2025-04-05 08:23:00
302,26,workout_start,2025-04-08 06:05:00
303,26,workout_end,2025-04-09 03:36:00
304,26,workout_start,2025-04-09 18:49:00
305,26,app_open,2025-04-11 09:25:00
306,26,app_open,2025-04-14 02:54:00
309,27,app_open,2025-04-02 00:47:00
310,27,app_open,2025-04-03 18:41:00
311,27,workout_end,2025-04-06 01:13:00
312,27,app_open,2025-04-07 02:09:00
313,27,app_open,2025-04-08 13:01:00
314,28,app_open,2025-04-03 00:48:00
315,28,workout_end,2025-04-04 00:52:00
316,28,app_open,2025-04-05 21:45:00
317,28,workout_end,2025-04-08 01:36:00
318,28,app_open,2025-04-08 04:40:00
319,29,app_open,2025-04-02 00:48:00
321,29,app_open,2025-04-04 14:23:00
322,29,app_open,2025-04-05 20:55:00
323,29,workout_end,2025-04-06 01:13:00
324,29,workout_start,2025-04-09 02:41:00
325,29,app_open,2025-04-09 12:39:00
326,29,workout_end,2025-04-10 09:33:00
328,29,app_open,2025-04-13 10:52:00
329,29,workout_start,2025-04-13 18:22:00
330,29,workout_start,2025-04-15 12:56:00
332,29,workout_start,2025-04-18 06:22:00
333,29,app_open,2025-04-20 13:49:00
334,29,app_open,2025-04-21 03:56:00
335,29,workout_end,2025-04-23 13:36:00
336,30,app_open,2025-04-08 00:37:00
337,30,workout_start,2025-04-10 04:59:00
338,30,workout_end,2025-04-11 02:39:00
340,30,workout_end,2025-04-13 21:50:00
341,30,app_open,2025-04-14 08:10:00
342,30,workout_start,2025-04-17 00:21:00
343,30,app_open,2025-04-20 02:55:00
344,30,workout_start,2025-04-20 17:44:00
345,30,workout_start,2025-04-21 18:48:00
346,31,workout_start,2025-04-10 00:48:00
347,31,workout_start,2025-04-11 00:04:00
348,31,app_open,2025-04-12 19:33:00
349,31,workout_start,2025-04-14 19:29:00
350,31,workout_end,2025-04-14 21:38:00
352,31,app_open,2025-04-17 18:10:00
353,31,workout_start,2025-04-19 00:59:00
355,31,app_open,2025-04-22 22:43:00
356,31,app_open,2025-04-24 10:02:00
357,31,app_open,2025-04-25 16:03:00
358,31,app_open,2025-04-27 23:39:00
359,31,workout_end,2025-04-29 05:17:00
361,32,workout_end,2025-04-05 05:03:00
362,32,workout_end,2025-04-08 02:32:00
364,32,app_open,2025-04-12 13:06:00
365,32,workout_start,2025-04-13 14:31:00
366,32,workout_start,2025-04-15 10:20:00
367,32,app_open,2025-04-15 17:06:00
368,32,app_open,2025-04-16 14:36:00
369,32,workout_start,2025-04-18 11:28:00
370,32,app_open,2025-04-21 09:52:00
371,32,workout_end,2025-04-21 15:05:00
372,32,app_open,2025-04-23 22:36:00
373,32,workout_start,2025-04-23 23:33:00
374,32,app_open,2025-04-26 10:02:00
375,32,app_open,2025-04-28 21:17:00
376,32,workout_start,2025-05-01 19:06:00
377,33,app_open,2025-04-03 00:22:00
378,33,workout_end,2025-04-05 19:04:00
379,33,app_open,2025-04-08 19:19:00
380,33,app_open,2025-04-11 17:41:00
381,33,app_open,2025-04-13 22:24:00
382,33,workout_end,2025-04-16 22:04:00
383,33,app_open,2025-04-19 20:24:00
384,33,workout_start,2025-04-22 05:38:00
385,33,app_open,2025-04-25 07:34:00
387,34,workout_start,2025-04-07 09:53:00
388,34,app_open,2025-04-09 13:09:00
389,34,app_open,2025-04-11 07:19:00
391,34,workout_start,2025-04-15 01:09:00
392,35,workout_end,2025-04-10 00:31:00
393,35,workout_start,2025-04-10 23:40:00
394,35,app_open,2025-04-11 13:52:00
395,35,workout_end,2025-04-13 01:35:00
396,35,workout_start,2025-04-13 02:08:00
397,35,app_open,2025-04-16 03:29:00
398,35,app_open,2025-04-16 14:21:00
399,35,workout_start,2025-04-17 07:38:00
400,35,app_open,2025-04-17 22:02:00
402,35,app_open,2025-04-22 22:13:00
403,36,workout_start,2025-04-02 00:51:00
405,36,workout_end,2025-04-04 09:18:00
406,36,app_open,2025-04-05 19:26:00
407,37,app_open,2025-04-06 00:54:00
408,37,workout_end,2025-04-06 12:58:00
409,37,app_open,2025-04-08 12:31:00
410,37,app_open,2025-04-09 12:21:00
411,37,app_open,2025-04-10 09:57:00
412,37,workout_start,2025-04-11 17:22:00
413,37,app_open,2025-04-14 15:11:00
414,37,workout_start,2025-04-16 11:11:00
415,37,app_open,2025-04-18 06:53:00
416,37,buy_subscription,2025-04-18 07:45:00
417,37,app_open,2025-04-21 08:40:00
418,37,workout_start,2025-04-23 10:47:00
419,37,workout_start,2025-04-25 03:40:00
420,38,app_open,2025-04-07 00:21:00
421,38,app_open,2025-04-07 20:22:00
422,38,workout_start,2025-04-07 22:11:00
423,38,app_open,2025-04-10 08:08:00
424,38,workout_end,2025-04-11 10:26:00
425,38,app_open,2025-04-14 05:16:00
426,38,workout_start,2025-04-14 10:27:00
428,38,app_open,2025-04-16 08:19:00
429,38,app_open,2025-04-16 13:27:00
430,38,workout_end,2025-04-18 13:44:00
431,38,workout_start,2025-04-20 10:16:00
432,39,workout_start,2025-04-03 00:56:00
433,39,workout_start,2025-04-05 05:17:00
434,39,workout_end,2025-04-08 03:30:00
435,39,workout_start,2025-04-10 05:56:00
436,39,workout_end,2025-04-12 00:53:00
438,39,app_open,2025-04-14 07:09:00
439,39,workout_start,2025-04-16 01:14:00
441,39,app_open,2025-04-19 07:29:00
442,39,workout_end,2025-04-20 01:19:00
443,39,workout_start,2025-04-20 19:57:00
444,39,app_open,2025-04-21 11:05:00
445,39,workout_end,2025-04-22 10:54:00
446,40,buy_subscription,2025-04-01 00:16:00
447,40,workout_start,2025-04-03 22:02:00
448,40,workout_end,2025-04-04 06:03:00
449,40,workout_start,2025-04-05 10:15:00
450,40,app_open,2025-04-07 09:06:00
451,40,workout_end,2025-04-07 23:57:00
452,41,app_open,2025-04-04 00:11:00
453,41,app_open,2025-04-05 22:52:00
454,41,workout_end,2025-04-05 23:55:00
455,41,app_open,2025-04-06 09:30:00
456,41,app_open,2025-04-07 23:01:00
457,42,workout_end,2025-04-07 00:40:00
458,42,app_open,2025-04-08 02:08:00
459,42,app_open,2025-04-10 00:03:00
460,42,app_open,2025-04-10 18:42:00
461,42,app_open,2025-04-13 15:22:00
462,42,workout_end,2025-04-16 12:05:00
463,42,app_open,2025-04-17 07:18:00
464,42,workout_end,2025-04-19 21:00:00
466,42,app_open,2025-04-23 20:49:00
467,43,app_open,2025-04-07 00:21:00
468,43,workout_end,2025-04-08 08:02:00
469,43,app_open,2025-04-09 03:25:00
470,43,app_open,2025-04-11 06:56:00
471,43,workout_end,2025-04-13 23:55:00
472,43,app_open,2025-04-14 00:33:00
473,44,app_open,2025-04-08 00:21:00
474,44,app_open,2025-04-10 23:43:00
475,44,app_open,2025-04-12 06:41:00
476,44,app_open,2025-04-14 19:18:00
477,44,workout_end,2025-04-15 05:53:00
478,44,workout_start,2025-04-15 15:39:00
479,44,workout_start,2025-04-16 04:01:00
480,44,app_open,2025-04-18 03:49:00
481,44,workout_start,2025-04-18 04:19:00
482,44,app_open,2025-04-20 09:12:00
484,44,app_open,2025-04-22 05:09:00
487,44,app_open,2025-04-27 13:18:00
488,44,workout_start,2025-04-30 08:44:00
489,44,app_open,2025-05-02 05:02:00
490,45,app_open,2025-04-10 00:08:00
491,45,workout_end,2025-04-13 01:34:00
492,45,app_open,2025-04-13 13:45:00
493,45,workout_start,2025-04-15 21:45:00
494,45,workout_end,2025-04-18 08:23:00
495,45,app_open,2025-04-20 03:46:00
496,45,workout_start,2025-04-22 00:48:00
497,45,app_open,2025-04-24 09:10:00
498,45,app_open,2025-04-25 22:21:00
499,46,app_open,2025-04-04 00:44:00
500,46,workout_start,2025-04-06 21:34:00
501,46,app_open,2025-04-08 18:16:00
502,46,app_open,2025-04-10 09:40:00
503,46,workout_end,2025-04-12 00:43:00
505,46,app_open,2025-04-15 09:53:00
506,46,app_open,2025-04-17 23:33:00
508,47,app_open,2025-04-10 00:45:00
509,47,workout_end,2025-04-10 05:23:00
510,47,app_open,2025-04-11 02:01:00
511,47,app_open,2025-04-11 19:20:00
512,47,app_open,2025-04-12 06:44:00
513,47,app_open,2025-04-13 01:44:00
514,47,app_open,2025-04-14 07:21:00
515,47,workout_start,2025-04-15 18:37:00
516,47,workout_end,2025-04-18 05:11:00
517,47,app_open,2025-04-18 19:40:00
518,47,app_open,2025-04-19 22:43:00
519,47,app_open,2025-04-22 15:10:00
520,47,workout_end,2025-04-25 18:05:00
521,47,workout_end,2025-04-27 00:25:00
522,47,workout_end,2025-04-27 16:50:00
523,47,workout_start,2025-04-28 12:24:00
525,48,app_open,2025-04-07 13:31:00
526,48,workout_end,2025-04-08 12:54:00
527,48,workout_start,2025-04-10 17:16:00
528,48,workout_end,2025-04-11 18:20:00
529,48,app_open,2025-04-12 19:35:00
530,48,workout_start,2025-04-14 05:45:00
532,48,app_open,2025-04-16 23:34:00
533,48,workout_start,2025-04-19 09:33:00
534,48,app_open,2025-04-19 15:26:00
535,48,app_open,2025-04-21 17:50:00
536,48,app_open,2025-04-23 03:59:00
537,49,app_open,2025-04-07 00:44:00
539,49,workout_start,2025-04-09 07:16:00
540,49,workout_end,2025-04-09 12:41:00
541,49,app_open,2025-04-12 12:15:00
542,49,workout_start,2025-04-14 18:51:00
543,49,app_open,2025-04-17 11:17:00
544,49,workout_end,2025-04-17 22:29:00
545,49,app_open,2025-04-18 10:48:00
546,49,app_open,2025-04-18 13:09:00
548,49,app_open,2025-04-19 22:01:00
549,50,app_open,2025-04-07 00:15:00
550,50,workout_end,2025-04-08 07:04:00
551,50,app_open,2025-04-09 13:00:00
552,50,workout_start,2025-04-09 13:38:00
553,50,app_open,2025-04-11 10:58:00
554,50,workout_start,2025-04-12 08:37:00
555,50,workout_start,2025-04-13 11:20:00
557,50,workout_end,2025-04-17 16:40:00
558,50,app_open,2025-04-18 05:58:00
559,50,app_open,2025-04-21 08:40:00
560,50,app_open,2025-04-21 20:13:00
561,50,app_open,2025-04-23 10:31:00
562,51,workout_start,2025-04-08 00:49:00
563,51,app_open,2025-04-09 01:14:00
564,51,app_open,2025-04-09 07:32:00
565,51,workout_end,2025-04-10 08:18:00
566,51,workout_end,2025-04-10 21:01:00
567,51,workout_start,2025-04-13 12:27:00
568,51,workout_end,2025-04-14 14:48:00
569,51,workout_end,2025-04-14 22:21:00
570,51,workout_end,2025-04-17 16:24:00
571,51,app_open,2025-04-20 05:01:00
572,51,app_open,2025-04-22 22:28:00
573,51,app_open,2025-04-23 10:43:00
575,51,workout_start,2025-04-26 10:36:00
577,52,workout_end,2025-04-03 05:28:00
578,52,workout_end,2025-04-03 15:54:00
579,52,workout_start,2025-04-06 02:22:00
580,52,workout_start,2025-04-08 21:11:00
581,52,workout_start,2025-04-08 23:27:00
582,52,app_open,2025-04-09 10:44:00
583,52,app_open,2025-04-12 04:04:00
584,52,workout_end,2025-04-14 15:20:00
586,52,workout_start,2025-04-17 16:13:00
587,52,app_open,2025-04-20 03:35:00
589,52,workout_end,2025-04-24 08:27:00
590,53,app_open,2025-04-05 00:52:00
591,53,workout_end,2025-04-07 03:34:00
592,53,app_open,2025-04-10 02:40:00
593,53,app_open,2025-04-12 09:50:00
594,53,app_open,2025-04-14 14:39:00
595,53,app_open,2025-04-14 17:22:00
596,53,workout_start,2025-04-15 00:40:00
597,53,workout_end,2025-04-15 09:15:00
598,53,workout_start,2025-04-17 23:32:00
599,53,workout_end,2025-04-18 20:09:00
600,53,app_open,2025-04-21 04:53:00
601,53,workout_end,2025-04-23 15:02:00
602,53,app_open,2025-04-26 06:24:00
603,53,workout_end,2025-04-29 00:35:00
604,53,app_open,2025-04-30 06:05:00
605,53,app_open,2025-05-02 11:56:00
606,53,workout_end,2025-05-04 15:56:00
607,53,app_open,2025-05-06 01:57:00
608,54,app_open,2025-04-07 00:13:00
609,54,app_open,2025-04-09 23:21:00
610,54,app_open,2025-04-12 12:35:00
613,54,workout_start,2025-04-17 11:50:00
614,54,workout_start,2025-04-17 13:58:00
615,54,workout_end,2025-04-17 16:59:00
616,54,workout_start,2025-04-19 11:10:00
618,55,app_open,2025-04-06 12:45:00
619,55,app_open,2025-04-06 22:05:00
620,55,workout_end,2025-04-08 03:01:00
621,55,app_open,2025-04-09 00:24:00
622,55,app_open,2025-04-10 08:47:00
623,55,app_open,2025-04-11 17:15:00
624,55,app_open,2025-04-14 17:30:00
625,55,app_open,2025-04-17 11:11:00
626,55,app_open,2025-04-19 13:31:00
627,55,app_open,2025-04-20 23:09:00
628,55,workout_start,2025-04-23 19:06:00
629,55,app_open,2025-04-25 13:17:00
630,55,workout_end,2025-04-28 12:47:00
631,55,workout_start,2025-05-01 03:11:00
632,55,workout_start,2025-05-01 03:35:00
633,55,app_open,2025-05-01 20:49:00
634,55,workout_start,2025-05-03 23:32:00
635,55,app_open,2025-05-05 07:07:00
637,56,app_open,2025-04-11 16:22:00
638,56,app_open,2025-04-12 22:39:00
639,56,app_open,2025-04-14 03:31:00
641,57,workout_end,2025-04-07 03:08:00
642,57,workout_end,2025-04-09 19:09:00
643,57,app_open,2025-04-10 11:21:00
645,57,workout_start,2025-04-15 21:24:00
646,57,app_open,2025-04-18 01:53:00
647,57,app_open,2025-04-18 07:04:00
648,57,workout_start,2025-04-19 00:11:00
649,57,workout_end,2025-04-19 16:45:00
651,57,workout_end,2025-04-23 12:33:00
652,57,workout_start,2025-04-25 09:18:00
653,57,app_open,2025-04-27 16:12:00
654,57,workout_end,2025-04-28 10:25:00
655,57,app_open,2025-04-29 13:34:00
656,57,app_open,2025-04-29 23:21:00
657,57,workout_end,2025-04-30 20:40:00
658,57,app_open,2025-04-30 22:09:00
659,58,buy_subscription,2025-04-05 00:29:00
660,58,app_open,2025-04-05 20:40:00
661,58,workout_start,2025-04-08 16:59:00
662,58,app_open,2025-04-09 12:40:00
663,58,app_open,2025-04-12 12:59:00
664,58,app_open,2025-04-13 04:51:00
665,59,app_open,2025-04-04 00:43:00
666,59,app_open,2025-04-04 11:32:00
667,59,workout_end,2025-04-05 18:13:00
668,59,workout_end,2025-04-06 05:10:00
669,59,workout_start,2025-04-06 17:07:00
670,59,app_open,2025-04-08 10:28:00
671,59,app_open,2025-04-11 08:55:00
672,59,workout_end,2025-04-12 15:48:00
673,59,app_open,2025-04-14 23:37:00
676,59,app_open,2025-04-17 22:49:00
677,59,workout_start,2025-04-18 02:43:00
678,59,app_open,2025-04-20 15:17:00
679,59,workout_end,2025-04-20 19:56:00
680,59,workout_start,2025-04-23 12:37:00
681,60,workout_end,2025-04-02 00:40:00
682,60,app_open,2025-04-02 03:30:00
683,60,app_open,2025-04-02 21:58:00
684,60,workout_start,2025-04-05 16:16:00
685,60,workout_end,2025-04-07 16:40:00
686,60,workout_end,2025-04-10 15:44:00
687,60,app_open,2025-04-10 19:07:00
689,60,workout_end,2025-04-11 17:52:00
690,60,workout_end,2025-04-14 01:15:00
691,60,workout_end,2025-04-15 00:25:00
692,60,app_open,2025-04-15 08:06:00
693,60,workout_end,2025-04-16 07:50:00
694,60,workout_start,2025-04-18 04:37:00
695,60,app_open,2025-04-19 23:19:00
697,61,workout_start,2025-04-01 00:10:00
699,61,workout_start,2025-04-04 04:32:00
700,61,workout_start,2025-04-06 22:59:00
701,61,workout_start,2025-04-07 12:20:00
702,61,app_open,2025-04-10 13:24:00
703,62,app_open,2025-04-05 00:13:00
704,62,workout_start,2025-04-07 09:18:00
705,62,app_open,2025-04-10 07:29:00
706,62,workout_end,2025-04-13 05:41:00
707,62,app_open,2025-04-14 03:02:00
708,62,app_open,2025-04-15 17:30:00
709,62,app_open,2025-04-15 21:05:00
710,62,workout_start,2025-04-18 20:52:00
712,62,app_open,2025-04-23 14:57:00
713,62,app_open,2025-04-26 16:57:00
714,62,workout_start,2025-04-27 07:04:00
715,62,workout_end,2025-04-29 11:38:00
716,62,app_open,2025-05-01 11:49:00
717,62,workout_start,2025-05-03 02:32:00
719,62,workout_start,2025-05-08 11:39:00
